Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType
New Zealand,Avondale,"-36.894517,174.696524",Security,40091.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,52123.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,9372.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,44707.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,15482.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,45303.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,6690.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,48892.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,46836.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,18674.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,21239.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,47329.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,33803.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,16693.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,7433.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,27080.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,54492.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,30487.00,Subcontract
India,Baddi,"30.957826,76.791356",Security,26203.00,Subcontract
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,27788.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,16514.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,10889.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,15939.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,34195.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,51334.00,Subcontract
India,Baddi,"30.957826,76.791356",Utilities,47580.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,11908.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,39546.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,17219.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,13348.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,56165.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,29580.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,23446.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,12992.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,39244.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,26839.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,57046.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,6596.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,8089.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,18152.00,Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,51980.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,22622.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,20302.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,54456.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,31065.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,39014.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,24453.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,23060.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,21493.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,17452.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,58445.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,5969.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,22266.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,35092.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,32114.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,10791.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,46272.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,14205.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,6664.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,53987.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,30477.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,31559.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,26856.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,56653.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,16641.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,31890.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,20818.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,47029.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,55221.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,20265.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,7931.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,6022.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,33635.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,9968.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,7032.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,56774.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,22675.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,12975.00,Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,52402.00,Subcontract
